Object,Julian Date,UT,Magnitude Qualifier,Magnitude,Magnitude Error,Observer Name,Method,Equipment,Filter,Chart / Sequence,Visual Estimates,CCD Measurement Data: Measurement Type;Star Type;Star Id;Measured Mag;Measured Error;Reference Mag;Reference Error,Observation_Id
"GAMMA CAS","2451185.468700","6 Jan 1999 23:14:55.680000","Equal","2.0900","","S Godwin","Visual","NE","No Filter","2,1","A-3;C+2",": ","322199"
"GAMMA CAS","2451184.756900","6 Jan 1999 06:09:56.160000","Equal","2.2800","","S W Albrighton","Visual","NE","No Filter","1","=C","","322198"
"GAMMA CAS","2451184.375000","5 Jan 1999 21:00:00.000000","Equal","2.1800","","J Meacham","Visual","B20X60","No Filter","1","B(1)V(1)C","","322197"
"GAMMA CAS","2451184.322200","5 Jan 1999 19:43:58.080000","Equal","2.2700","","L K Brundle","Visual","NE","No Filter","1","A-4;B-2;=C;D+1",": : : ","322196"
"GAMMA CAS","2451183.283300","4 Jan 1999 18:47:57.120000","Equal","2.2800","","M D Taylor","Visual","NE","No Filter","1","=C","","322195"
"GAMMA CAS","2451181.526300","3 Jan 1999 00:37:52.320000","Equal","2.2800","","M D Taylor","Visual","NE","No Filter","1","=C","","322194"
"GAMMA CAS","2451181.468700","2 Jan 1999 23:14:55.680000","Equal","2.2800","","S W Albrighton","Visual","NE","No Filter","1","=C","","322193"
"GAMMA CAS","2451181.256900","2 Jan 1999 18:09:56.160000","Equal","2.1800","","M Clarke","Visual","NE","No Filter","2,1","C+1","","322192"
"GAMMA CAS","2451179.402700","31 Dec 1998 21:39:53.280000","Equal","1.9600","","E Metson","Visual","NE","No Filter","1","A(3)V(2)B","","322191"
"GAMMA CAS","2451176.621500","29 Dec 1998 02:54:57.600000","Equal","1.9600","","E Metson","Visual","NE","No Filter","1","A(3)V(2)B","","322190"
"GAMMA CAS","2451176.240900","28 Dec 1998 17:46:53.760000","Equal","2.1800","","D Stott","Visual","NE","No Filter","1","C+1","","322189"
"GAMMA CAS","2451175.722200","28 Dec 1998 05:19:58.080000","Equal","2.2800","","S W Albrighton","Visual","NE","No Filter","1","=C","","322188"
"GAMMA CAS","2451174.272200","26 Dec 1998 18:31:58.080000","Equal","2.1800","","M Clarke","Visual","NE","No Filter","2,1","C+1","","322187"
"GAMMA CAS","2451173.541600","26 Dec 1998 00:59:54.240000","Equal","1.9600","","E Metson","Visual","NE","No Filter","1","A(3)V(2)B","","322186"
"GAMMA CAS","2451173.538100","26 Dec 1998 00:54:51.840000","Equal","2.1800","","T Markham","Visual","NE","No Filter","2,1","C+1","","322185"
"GAMMA CAS","2451172.649300","25 Dec 1998 03:34:59.520000","Equal","1.9600","","E Metson","Visual","NE","No Filter","1","A(3)V(2)B","","322184"
"GAMMA CAS","2451171.552000","24 Dec 1998 01:14:52.800000","Equal","1.9600","","E Metson","Visual","NE","No Filter","1","A(3)V(2)B","","322183"
"GAMMA CAS","2451171.403400","23 Dec 1998 21:40:53.760000","Equal","2.1800","","D Stott","Visual","NE","No Filter","1","C+1","","322182"
"GAMMA CAS","2451168.415200","20 Dec 1998 21:57:53.280000","Equal","2.0800","","S Godwin","Visual","NE","No Filter","2,1","A-4;B+1",": ","322181"
"GAMMA CAS","2451168.343700","20 Dec 1998 20:14:55.680000","Equal","1.9600","","E Metson","Visual","NE","No Filter","1","A(3)V(2)B","","322180"
"GAMMA CAS","2451168.263800","20 Dec 1998 18:19:52.320000","Equal","2.2800","","M D Taylor","Visual","NE","No Filter","1","=C","","322179"
"GAMMA CAS","2451168.247900","20 Dec 1998 17:56:58.560000","Equal","2.1800","","D Stott","Visual","NE","No Filter","1","C+1","","322178"
"GAMMA CAS","2451167.517300","20 Dec 1998 00:24:54.720000","Equal","2.1800","","T Markham","Visual","NE","No Filter","2,1","C+1","","322177"
"GAMMA CAS","2451167.340200","19 Dec 1998 20:09:53.280000","Equal","2.1800","","M Clarke","Visual","NE","No Filter","2,1","C+1","","322176"
"GAMMA CAS","2451166.701300","19 Dec 1998 04:49:52.320000","Equal","1.9600","","E Metson","Visual","NE","No Filter","1","A(3)V(2)B","","322175"
"GAMMA CAS","2451166.434000","18 Dec 1998 22:24:57.600000","Equal","2.2800","","S W Albrighton","Visual","NE","No Filter","1","=C","","322174"
"GAMMA CAS","2451166.425000","18 Dec 1998 22:12:00.000000","Equal","2.2200","","L K Brundle","Visual","NE","No Filter","1","A-4;B-2;C+1",": : ","322173"
"GAMMA CAS","2451166.375600","18 Dec 1998 21:00:51.840000","Equal","2.2800","","D Stott","Visual","NE","No Filter","1","=C","","322172"
"GAMMA CAS","2451164.518700","17 Dec 1998 00:26:55.680000","Equal","2.2800","","M D Taylor","Visual","NE","No Filter","1","=C","","322171"
"GAMMA CAS","2451164.322900","16 Dec 1998 19:44:58.560000","Equal","1.9600","","E Metson","Visual","NE","No Filter","1","A(3)V(2)B","","322170"
"GAMMA CAS","2451163.558300","16 Dec 1998 01:23:57.120000","Equal","2.2000","","K Darbyshire","Visual","NE","No Filter","-","?","","322169"
"GAMMA CAS","2451163.399300","15 Dec 1998 21:34:59.520000","Equal","2.1800","","M Clarke","Visual","NE","No Filter","2,1","C+1","","322168"
"GAMMA CAS","2451163.364500","15 Dec 1998 20:44:52.800000","Equal","1.9600","","E Metson","Visual","NE","No Filter","1","A(3)V(2)B","","322167"
"GAMMA CAS","2451163.312500","15 Dec 1998 19:30:00.000000","Equal","2.2800","","S W Albrighton","Visual","NE","No Filter","1","=C","","322166"
"GAMMA CAS","2451163.310400","15 Dec 1998 19:26:58.560000","Equal","2.1800","","D Stott","Visual","NE","No Filter","1","C+1","","322165"
"GAMMA CAS","2451160.454100","12 Dec 1998 22:53:54.240000","Equal","2.2400","","L K Brundle","Visual","NE","No Filter","1","A-4;=C",": ","322164"
"GAMMA CAS","2451160.425000","12 Dec 1998 22:12:00.000000","Equal","1.9600","","E Metson","Visual","NE","No Filter","1","A(3)V(2)B","","322163"
"GAMMA CAS","2451158.513800","11 Dec 1998 00:19:52.320000","Equal","1.9600","","E Metson","Visual","NE","No Filter","1","A(3)V(2)B","","322162"
"GAMMA CAS","2451158.496500","10 Dec 1998 23:54:57.600000","Equal","2.0900","","S Godwin","Visual","NE","No Filter","2,1","A-3;C+2",": ","322161"
"GAMMA CAS","2451158.306900","10 Dec 1998 19:21:56.160000","Equal","2.2800","","D Stott","Visual","NE","No Filter","1","=C","","322160"
"GAMMA CAS","2451158.260400","10 Dec 1998 18:14:58.560000","Equal","2.2800","","S W Albrighton","Visual","NE","No Filter","1","=C","","322159"
"GAMMA CAS","2451155.593700","8 Dec 1998 02:14:55.680000","Equal","1.9600","","E Metson","Visual","NE","No Filter","1","A(3)V(2)B","","322158"
"GAMMA CAS","2451153.315200","5 Dec 1998 19:33:53.280000","Equal","2.2800","","M D Taylor","Visual","NE","No Filter","1","=C","","322157"
"GAMMA CAS","2451153.300600","5 Dec 1998 19:12:51.840000","Equal","2.1800","","E H Horsley","Visual","NE","No Filter","2,1","C+1","","322156"
"GAMMA CAS","2451153.260400","5 Dec 1998 18:14:58.560000","Equal","2.2800","","S W Albrighton","Visual","NE","No Filter","1","=C","","322155"
"GAMMA CAS","2451153.256900","5 Dec 1998 18:09:56.160000","Equal","2.1800","","L K Brundle","Visual","NE","No Filter","1","A-4;B-1;C+1",": : ","322154"
"GAMMA CAS","2451152.461800","4 Dec 1998 23:04:59.520000","Equal","2.1800","","M Clarke","Visual","NE","No Filter","2,1","C+1","","322153"
"GAMMA CAS","2451152.447900","4 Dec 1998 22:44:58.560000","Equal","1.9600","","E Metson","Visual","NE","No Filter","1","A(3)V(2)B","","322152"
"GAMMA CAS","2451152.297200","4 Dec 1998 19:07:58.080000","Equal","2.2800","","D Stott","Visual","NE","No Filter","1","=C","","322151"
"GAMMA CAS","2451152.260400","4 Dec 1998 18:14:58.560000","Equal","2.1800","","T Markham","Visual","NE","No Filter","2,1","C+1","","322150"
"GAMMA CAS","2451149.454800","1 Dec 1998 22:54:54.720000","Equal","2.0200","","E Metson","Visual","NE","No Filter","1","A(4)V(1)B","","322149"
"GAMMA CAS","2451146.590200","29 Nov 1998 02:09:53.280000","Equal","1.9600","","E Metson","Visual","NE","No Filter","1","A(3)V(2)B","","322148"
"GAMMA CAS","2451146.423600","28 Nov 1998 22:09:59.040000","Equal","2.3200","","S W Albrighton","Visual","NE","No Filter","1","C(1)V(3)D","","322147"
"GAMMA CAS","2451146.252000","28 Nov 1998 18:02:52.800000","Equal","2.3600","","D Stott","Visual","NE","No Filter","1","C-1;D+1",": ","322146"
"GAMMA CAS","2451146.236100","28 Nov 1998 17:39:59.040000","Equal","2.1800","","T Markham","Visual","NE","No Filter","2,1","C+1","","322145"
"GAMMA CAS","2451145.554100","28 Nov 1998 01:17:54.240000","Equal","2.1800","","M D Taylor","Visual","NE","No Filter","1","C+1","","322144"
"GAMMA CAS","2451144.541600","27 Nov 1998 00:59:54.240000","Equal","1.9600","","E Metson","Visual","NE","No Filter","1","A(3)V(2)B","","322143"
"GAMMA CAS","2451143.465200","25 Nov 1998 23:09:53.280000","Equal","1.9900","","S Godwin","Visual","NE","No Filter","2,1","A-2;C+3",": ","322142"
"GAMMA CAS","2451143.423600","25 Nov 1998 22:09:59.040000","Equal","2.2800","","S W Albrighton","Visual","NE","No Filter","1","=C","","322141"
"GAMMA CAS","2451143.368000","25 Nov 1998 20:49:55.200000","Equal","2.2800","","M Clarke","Visual","NE","No Filter","2,1","=C","","322140"
"GAMMA CAS","2451143.261100","25 Nov 1998 18:15:59.040000","Equal","2.3600","","D Stott","Visual","NE","No Filter","1","C-1;D+1",": ","322139"
"GAMMA CAS","2451142.500000","25 Nov 1998 00:00:00.000000","Equal","2.2000","","A R Baransky","Visual","","No Filter","-","?","","322138"
"GAMMA CAS","2451142.400600","24 Nov 1998 21:36:51.840000","Equal","2.1800","","E H Horsley","Visual","NE","No Filter","2,1","C+1","","322137"
"GAMMA CAS","2451142.317300","24 Nov 1998 19:36:54.720000","Equal","2.2000","","K Darbyshire","Visual","NE","No Filter","-","?","","322136"
"GAMMA CAS","2451141.385400","23 Nov 1998 21:14:58.560000","Equal","2.0900","","S Godwin","Visual","NE","No Filter","2,1","A-3;C+2",": ","322135"
"GAMMA CAS","2451141.368000","23 Nov 1998 20:49:55.200000","Equal","2.0200","","E Metson","Visual","NE","No Filter","1","A(4)V(1)B","","322134"
"GAMMA CAS","2451141.321500","23 Nov 1998 19:42:57.600000","Equal","2.1200","","L K Brundle","Visual","NE","No Filter","1","A-3;B-1;C+2",": : ","322133"
"GAMMA CAS","2451141.300000","23 Nov 1998 19:12:00.000000","Equal","2.2000","","A R Baransky","Visual","","No Filter","-","?","","322132"
"GAMMA CAS","2451140.400000","22 Nov 1998 21:36:00.000000","Equal","2.2000","","A R Baransky","Visual","","No Filter","-","?","","322131"
"GAMMA CAS","2451139.381900","21 Nov 1998 21:09:56.160000","Equal","1.9600","","E Metson","Visual","NE","No Filter","1","A(3)V(2)B","","322130"
"GAMMA CAS","2451138.440900","20 Nov 1998 22:34:53.760000","Equal","2.2300","","S W Albrighton","Visual","NE","No Filter","1","B(3)V(1)C","","322129"
"GAMMA CAS","2451138.270800","20 Nov 1998 18:29:57.120000","Equal","2.3600","","D Stott","Visual","NE","No Filter","1","C-1;D+1",": ","322128"
"GAMMA CAS","2451138.256900","20 Nov 1998 18:09:56.160000","Equal","1.9600","","E Metson","Visual","NE","No Filter","1","A(3)V(2)B","","322127"
"GAMMA CAS","2451137.320800","19 Nov 1998 19:41:57.120000","Equal","2.1200","","L K Brundle","Visual","NE","No Filter","1","B-1;C+2",": ","322126"
"GAMMA CAS","2451134.409700","16 Nov 1998 21:49:58.080000","Equal","1.9600","","E Metson","Visual","NE","No Filter","1","A(3)V(2)B","","322125"
"GAMMA CAS","2451134.322200","16 Nov 1998 19:43:58.080000","Equal","2.2800","","M D Taylor","Visual","NE","No Filter","1","=C","","322124"
"GAMMA CAS","2451133.555500","16 Nov 1998 01:19:55.200000","Equal","2.2100","","S W Albrighton","Visual","NE","No Filter","1","B(2)V(1)C","","322123"
"GAMMA CAS","2451133.524300","16 Nov 1998 00:34:59.520000","Equal","1.9600","","E Metson","Visual","NE","No Filter","1","A(3)V(2)B","","322122"
"GAMMA CAS","2451133.490900","15 Nov 1998 23:46:53.760000","Equal","1.9900","","S Godwin","Visual","NE","No Filter","2,1","A-2;C+3",": ","322121"
"GAMMA CAS","2451133.243000","15 Nov 1998 17:49:55.200000","Equal","2.1800","","T Markham","Visual","NE","No Filter","2,1","C+1","","322120"
"GAMMA CAS","2451132.706200","15 Nov 1998 04:56:55.680000","Equal","2.1400","","L K Brundle","Visual","NE","No Filter","1","A-3;C+1",": ","322119"
"GAMMA CAS","2451132.652700","15 Nov 1998 03:39:53.280000","Equal","1.9600","","E Metson","Visual","NE","No Filter","1","A(3)V(2)B","","322118"
"GAMMA CAS","2451132.257600","14 Nov 1998 18:10:56.640000","Equal","2.3600","","D Stott","Visual","NE","No Filter","1","C-1;D+1",": ","322117"
"GAMMA CAS","2451130.552000","13 Nov 1998 01:14:52.800000","Equal","1.9600","","E Metson","Visual","NE","No Filter","1","A(3)V(2)B","","322116"
"GAMMA CAS","2451128.510400","11 Nov 1998 00:14:58.560000","Equal","1.9600","","E Metson","Visual","NE","No Filter","1","A(3)V(2)B","","322115"
"GAMMA CAS","2451128.447200","10 Nov 1998 22:43:58.080000","Equal","2.1800","","M D Taylor","Visual","NE","No Filter","1","C+1","","322114"
"GAMMA CAS","2451128.438100","10 Nov 1998 22:30:51.840000","Equal","1.9900","","S Godwin","Visual","NE","No Filter","2,1","A-2;C+3",": ","322113"
"GAMMA CAS","2451128.340200","10 Nov 1998 20:09:53.280000","Equal","2.1800","","T Markham","Visual","NE","No Filter","2,1","C+1","","322111"
"GAMMA CAS","2451128.340200","10 Nov 1998 20:09:53.280000","Equal","2.2000","","K Darbyshire","Visual","NE","No Filter","-","?","","322112"
"GAMMA CAS","2451128.334000","10 Nov 1998 20:00:57.600000","Equal","2.1800","","L K Brundle","Visual","NE","No Filter","1","A-4;B-1;C+1",": : ","322110"
"GAMMA CAS","2451128.311100","10 Nov 1998 19:27:59.040000","Equal","2.1800","","E H Horsley","Visual","NE","No Filter","2,1","C+1","","322109"
"GAMMA CAS","2451128.277700","10 Nov 1998 18:39:53.280000","Equal","2.2800","","S W Albrighton","Visual","NE","No Filter","1","=C","","322108"
"GAMMA CAS","2451128.270100","10 Nov 1998 18:28:56.640000","Equal","2.3600","","D Stott","Visual","NE","No Filter","1","C-1;D+1",": ","322107"
"GAMMA CAS","2451127.595800","10 Nov 1998 02:17:57.120000","Equal","2.2700","","E Metson","Visual","NE","No Filter","1","B-2","","322106"
"GAMMA CAS","2451126.232600","8 Nov 1998 17:34:56.640000","Equal","2.1800","","M Clarke","Visual","NE","No Filter","2,1","C+1","","322105"
"GAMMA CAS","2451124.552000","7 Nov 1998 01:14:52.800000","Equal","1.9600","","E Metson","Visual","NE","No Filter","1","A(3)V(2)B","","322104"
"GAMMA CAS","2451124.325600","6 Nov 1998 19:48:51.840000","Equal","2.1800","","L K Brundle","Visual","NE","No Filter","1","B-1;C+1",": ","322103"
"GAMMA CAS","2451123.534700","6 Nov 1998 00:49:58.080000","Equal","2.0200","","E Metson","Visual","NE","No Filter","1","A(4)V(1)B","","322102"
"GAMMA CAS","2451123.313800","5 Nov 1998 19:31:52.320000","Equal","2.3600","","D Stott","Visual","NE","No Filter","1","C-1;D+1",": ","322101"
"GAMMA CAS","2451122.329800","4 Nov 1998 19:54:54.720000","Equal","2.2100","","S W Albrighton","Visual","NE","No Filter","1","B(2)V(1)C","","322100"
"GAMMA CAS","2451121.572900","4 Nov 1998 01:44:58.560000","Equal","1.9600","","E Metson","Visual","NE","No Filter","1","A(3)V(2)B","","322099"
"GAMMA CAS","2451120.454800","2 Nov 1998 22:54:54.720000","Equal","2.2800","","M Clarke","Visual","NE","No Filter","2,1","=C","","322098"
"GAMMA CAS","2451120.375000","2 Nov 1998 21:00:00.000000","Equal","1.9600","","E Metson","Visual","NE","No Filter","1","A(3)V(2)B","","322097"
"GAMMA CAS","2451119.350600","1 Nov 1998 20:24:51.840000","Equal","1.9600","","E Metson","Visual","NE","No Filter","1","A(3)V(2)B","","322096"
"GAMMA CAS","2451119.316600","1 Nov 1998 19:35:54.240000","Equal","2.3600","","D Stott","Visual","NE","No Filter","1","C-1;D+1",": ","322095"
"GAMMA CAS","2451119.295100","1 Nov 1998 19:04:56.640000","Equal","2.2800","","S W Albrighton","Visual","NE","No Filter","1","=C","","322094"
"GAMMA CAS","2451118.645800","1 Nov 1998 03:29:57.120000","Equal","1.9600","","E Metson","Visual","NE","No Filter","1","A(3)V(2)B","","322093"
"GAMMA CAS","2451116.500000","30 Oct 1998 00:00:00.000000","Equal","1.9600","","E Metson","Visual","NE","No Filter","1","A(3)V(2)B","","322092"
"GAMMA CAS","2451115.621500","29 Oct 1998 02:54:57.600000","Equal","1.9600","","E Metson","Visual","NE","No Filter","1","A(3)V(2)B","","322091"
"GAMMA CAS","2451115.460400","28 Oct 1998 23:02:58.560000","Equal","2.1800","","E H Horsley","Visual","NE","No Filter","2,1","C+1","","322090"
"GAMMA CAS","2451114.403400","27 Oct 1998 21:40:53.760000","Equal","2.2800","","M D Taylor","Visual","NE","No Filter","1","=C","","322089"
"GAMMA CAS","2451114.400000","27 Oct 1998 21:36:00.000000","Equal","2.2000","","A R Baransky","Visual","","No Filter","-","?","","322088"
"GAMMA CAS","2451113.281900","26 Oct 1998 18:45:56.160000","Equal","2.3600","","D Stott","Visual","NE","No Filter","1","C-1;D+1",": ","322087"
"GAMMA CAS","2451112.420100","25 Oct 1998 22:04:56.640000","Equal","2.2300","","S W Albrighton","Visual","NE","No Filter","1","B(3)V(1)C","","322086"
"GAMMA CAS","2451112.338100","25 Oct 1998 20:06:51.840000","Equal","2.1200","","S Jenner","Visual","NE","No Filter","2,1","A(2)V(1)C","","322085"
"GAMMA CAS","2451110.503400","24 Oct 1998 00:04:53.760000","Equal","1.9600","","E Metson","Visual","NE","No Filter","1","A(3)V(2)B","","322084"
"GAMMA CAS","2451110.502700","24 Oct 1998 00:03:53.280000","Equal","2.0900","","S Godwin","Visual","NE","No Filter","2,1","A-3;C+2",": ","322083"
"GAMMA CAS","2451110.500000","24 Oct 1998 00:00:00.000000","Equal","2.2000","","A R Baransky","Visual","","No Filter","-","?","","322082"
"GAMMA CAS","2451110.402700","23 Oct 1998 21:39:53.280000","Equal","2.2800","","M Clarke","Visual","NE","No Filter","2,1","=C","","322081"
"GAMMA CAS","2451110.345100","23 Oct 1998 20:16:56.640000","Equal","2.3600","","D Stott","Visual","NE","No Filter","1","C-1;D+1",": ","322080"
"GAMMA CAS","2451110.326300","23 Oct 1998 19:49:52.320000","Equal","2.1800","","T Markham","Visual","NE","No Filter","2,1","C+1","","322079"
"GAMMA CAS","2451110.255500","23 Oct 1998 18:07:55.200000","Equal","2.1200","","L K Brundle","Visual","NE","No Filter","1","B-1;C+2",": ","322078"
"GAMMA CAS","2451108.500000","22 Oct 1998 00:00:00.000000","Equal","2.2000","","A R Baransky","Visual","","No Filter","-","?","","322077"
"GAMMA CAS","2451106.500000","20 Oct 1998 00:00:00.000000","Equal","1.9600","","E Metson","Visual","NE","No Filter","1","A(3)V(2)B","","322076"
"GAMMA CAS","2451106.441600","19 Oct 1998 22:35:54.240000","Equal","1.9900","","S Godwin","Visual","NE","No Filter","2,1","A-2;C+3",": ","322075"
"GAMMA CAS","2451106.430500","19 Oct 1998 22:19:55.200000","Equal","2.1800","","E H Horsley","Visual","NE","No Filter","2,1","C+1","","322074"
"GAMMA CAS","2451105.572900","19 Oct 1998 01:44:58.560000","Equal","2.2100","","S W Albrighton","Visual","NE","No Filter","1","B(2)V(1)C","","322073"
"GAMMA CAS","2451105.272200","18 Oct 1998 18:31:58.080000","Equal","2.1200","","L K Brundle","Visual","NE","No Filter","1","B-1;C+2",": ","322072"
"GAMMA CAS","2451104.697900","18 Oct 1998 04:44:58.560000","Equal","2.3000","","K Darbyshire","Visual","NE","No Filter","-","?","","322071"
"GAMMA CAS","2451104.666600","18 Oct 1998 03:59:54.240000","Equal","1.9600","","E Metson","Visual","NE","No Filter","1","A(3)V(2)B","","322070"
"GAMMA CAS","2451104.343700","17 Oct 1998 20:14:55.680000","Equal","2.3600","","D Stott","Visual","NE","No Filter","1","C-1;D+1",": ","322069"
"GAMMA CAS","2451103.400000","16 Oct 1998 21:36:00.000000","Equal","2.2000","","A R Baransky","Visual","","No Filter","-","?","","322068"
"GAMMA CAS","2451102.590200","16 Oct 1998 02:09:53.280000","Equal","1.9600","","E Metson","Visual","NE","No Filter","1","A(3)V(2)B","","322067"
"GAMMA CAS","2451102.312500","15 Oct 1998 19:30:00.000000","Equal","2.1800","","M Clarke","Visual","NE","No Filter","2,1","C+1","","322066"
"GAMMA CAS","2451102.301300","15 Oct 1998 19:13:52.320000","Equal","2.1200","","L K Brundle","Visual","NE","No Filter","1","B-1;C+2",": ","322065"
